PID,start,end,PF
G7DWL0_MIXOS,132,323,PF04427
F4RYV0_MELLP,154,343,PF04427
U5HBT6_USTV1,131,334,PF04427
M7X356_RHOT1,132,337,PF04427
H8Z8Y4_NEMS1,9,185,PF04427
D2UXP1_NAEGR,33,224,PF04427
G0R0A7_ICHMG,48,240,PF04427
Q22MF7_TETTS,48,249,PF04427
A0BM58_PARTE,40,227,PF04427
C4MAW7_ENTHI,39,221,PF04427
Q222V8_RHOFT,120,286,PF03167
Q1NS75_9DELT,120,266,PF03167
A8ZW79_DESOH,79,221,PF03167
Q6AMD6_DESPS,103,255,PF03167
A0LRS0_ACIC1,38,188,PF03167
A7H7G3_ANADF,39,205,PF03167
A8MER3_ALKOO,34,190,PF03167
A4EXJ1_9RHOB,37,193,PF03167
B2UAT2_RALPJ,37,197,PF03167
Q086Q4_SHEFN,36,198,PF03167
A3W9E5_9SPHN,30,186,PF03167
Q3ICR2_PSEHT,35,192,PF03167
A2TYU5_9FLAO,25,181,PF03167
Q03BC2_LACP3,28,185,PF03167
A4VG12_PSEU5,36,220,PF03167
Q4C3M9_CROWT,39,224,PF03167
Q5NWP8_AROAE,19,185,PF03167
Q5UZ83_HALMA,64,234,PF03167
A5UQ47_ROSS1,26,187,PF03167
Q1JY06_DESA6,44,220,PF03167
Q3SRA6_NITWN,49,219,PF03167
Q47EE9_DECAR,36,211,PF03167
Q4FMA0_PELUB,47,221,PF03167
Q6L0C8_PICTO,38,211,PF03167
A8MCZ3_CALMQ,48,215,PF03167
Q97VA2_SULSO,34,212,PF03167
A9A563_NITMS,45,213,PF03167
A6C6H0_9PLAN,48,222,PF03167
UDGB_MYCLE,51,224,PF03167
Q67MX9_SYMTH,72,246,PF03167
Q18KE3_HALWD,51,201,PF03167
Q1AV32_RUBXD,24,187,PF03167
A0B978_METTP,30,172,PF03167
A0RV64_CENSY,62,207,PF03167
Q0W079_METAR,31,177,PF03167
Q6L097_PICTO,206,348,PF03167
Q6L0J8_PICTO,169,313,PF03167
Q5WES9_BACSK,24,201,PF03167
Q838B3_ENTFA,25,204,PF03167
A0A087QCN7_LACGS,25,205,PF03167
A0LH32_SYNFM,34,186,PF03167
Q899V2_CLOTE,1,166,PF03167
A6DBB2_9PROT,35,195,PF03167
Q7UTF5_RHOBA,326,486,PF03167
Q5YW65_NOCFA,43,199,PF03167
A1SMT8_NOCSJ,42,207,PF03167
Q13Q81_PARXL,341,500,PF03167
Q2Y9I2_NITMU,43,202,PF03167
A6X6Z6_OCHA4,37,196,PF03167
Q0FIR4_PELBH,144,303,PF03167
Q1AXV2_RUBXD,27,175,PF03167
A8ESW5_ARCB4,67,212,PF03167
Q30RZ0_SULDN,65,212,PF03167
A7GYZ7_CAMC5,64,217,PF03167
O25365_HELPY,46,191,PF03167
Q7MRL7_WOLSU,97,244,PF03167
B3ELK3_CHLPB,50,196,PF03167
A1RYC0_THEPD,44,198,PF03167
A8A982_IGNH4,27,175,PF03167
B4U5Y1_HYDS0,79,235,PF03167
Q24R20_DESHY,36,182,PF03167
Q3JC56_NITOC,34,180,PF03167
Q2IKG1_ANADE,86,232,PF03167
A6NZH4_9FIRM,28,174,PF03167
Q47EK2_DECAR,97,244,PF03167
Q05SQ1_9SYNE,31,183,PF03167
Q7V216_PROMP,6,158,PF03167
Q8TK31_METAC,53,191,PF03167
Q5FQP3_GLUOX,119,271,PF03167
Q1GTX2_SPHAL,109,256,PF03167
A5VDS6_SPHWW,107,254,PF03167
Q163C6_ROSDO,101,250,PF03167
Q0AVT6_SYNWW,73,219,PF03167
A1HLS9_9FIRM,36,189,PF03167
B6K3L1_SCHJY,25,598,PF09531
NDC1_SCHPO,25,590,PF09531
S9XI59_SCHCR,25,586,PF09531
I2H0V0_TETBL,20,625,PF09531
Q6CWT0_KLULA,27,597,PF09531
C5DM00_LACTC,22,587,PF09531
A7TFU5_VANPO,20,602,PF09531
A7TJA9_VANPO,20,605,PF09531
NDC1_YEAST,21,641,PF09531
Q6FSW3_CANGA,18,600,PF09531
J7S3L1_KAZNA,19,616,PF09531
G8ZMC7_TORDC,20,604,PF09531
K0KLT6_WICCF,36,587,PF09531
C4QZT7_KOMPG,19,589,PF09531
A5DI31_PICGU,12,609,PF09531
G3B6R8_CANTC,19,622,PF09531
G3ATS0_SPAPN,16,592,PF09531
C5M9B5_CANTT,15,608,PF09531
A5E4U2_LODEL,20,630,PF09531
G8B5Q8_CANPC,19,610,PF09531
A3LUU5_PICST,17,621,PF09531
G8YS62_PICSO,24,631,PF09531
Q6BJ46_DEBHA,24,634,PF09531
A7EF85_SCLS1,16,639,PF09531
N1JIZ1_BLUG1,17,588,PF09531
K1WVW6_MARBU,16,621,PF09531
S3EF72_GLAL2,16,635,PF09531
L8G735_PSED2,16,638,PF09531
F0X7F4_GROCL,26,639,PF09531
U7PQ23_SPOS1,27,632,PF09531
S3C1X5_OPHP1,28,624,PF09531
Q1K8Z4_NEUCR,17,609,PF09531
B2B139_PODAN,20,645,PF09531
NDC1_CHATD,16,624,PF09531
G2RG03_THITE,17,610,PF09531
G2QNA4_MYCTT,17,614,PF09531
Q2GNL7_CHAGB,17,606,PF09531
G4NHB6_MAGO7,17,612,PF09531
J3NT42_GAGT3,17,608,PF09531
A0A0C4E7A3_MAGP6,17,608,PF09531
M7TD94_EUTLA,17,605,PF09531
C7Z0V3_NECH7,17,604,PF09531
A0A0D2Y931_FUSO4,17,604,PF09531
I1S279_GIBZE,17,604,PF09531
G9NWU8_HYPAI,17,611,PF09531
G9MGH3_HYPVG,17,612,PF09531
G0RSF5_HYPJQ,17,612,PF09531
J5JXC1_BEAB2,17,608,PF09531
G3J9X5_CORMM,17,611,PF09531
T5A8I2_OPHSC,17,632,PF09531
M1VU06_CLAP2,17,614,PF09531
G2XBG5_VERDV,17,614,PF09531
E3QGY2_COLGM,17,610,PF09531
N4VZD2_COLOR,17,611,PF09531
L2FKW9_COLGN,17,611,PF09531
R7YLK7_CONA1,19,623,PF09531
M2MJS1_BAUCO,14,640,PF09531
N1PEI4_DOTSN,37,677,PF09531
M3A025_PSEFD,29,665,PF09531
M3BQ43_SPHMS,52,671,PF09531
R1GTE9_BOTPV,14,608,PF09531
K2S984_MACPH,14,613,PF09531
Q0UTT5_PHANO,19,619,PF09531
E5R4Y3_LEPMJ,19,617,PF09531
M2T1J0_COCSN,19,618,PF09531
B2W0W3_PYRTR,15,618,PF09531
C0NIT1_AJECG,22,667,PF09531
E9D0T2_COCPS,18,661,PF09531
C5FF13_ARTOC,16,647,PF09531
E5R324_ARTGP,16,647,PF09531
B6Q1M1_TALMQ,15,643,PF09531
V5HZP3_BYSSN,15,644,PF09531
C8V8S4_EMENI,14,642,PF09531
A1CH20_ASPCL,15,641,PF09531
Q0CLD3_ASPTN,15,629,PF09531
Q2UGF1_ASPOR,15,642,PF09531
G7X6L9_ASPKW,15,641,PF09531
B6HU64_PENRW,15,645,PF09531
S8ARN7_PENO1,16,630,PF09531
H6BTU4_EXODN,21,606,PF09531
U4L612_PYROM,27,597,PF09531
G1XQ30_ARTOA,28,596,PF09531
Q79Z83_STRAW,268,362,PF02687
R5K905_9CLOT,831,926,PF02687
A1SH34_NOCSJ,795,890,PF02687
A5USK7_ROSS1,337,433,PF02687
A1TXE6_MARHV,209,306,PF02687
B4EEB5_BURCJ,285,374,PF02687
Q7V1V4_PROMP,299,384,PF02687
Q6AA47_CUTAK,625,722,PF02687
Q2RPK1_RHORT,306,403,PF02687
Q8G7P9_BIFLO,348,438,PF02687
Q025M3_SOLUE,377,471,PF02687
A6TSQ0_ALKMQ,290,387,PF02687
Q97DB8_CLOAB,742,835,PF02687
Q6AMB4_DESPS,311,415,PF02687
A8ABZ3_IGNH4,274,373,PF02687
Q9FBP3_STRCO,683,772,PF02687
Q9KF85_BACHD,565,650,PF02687
R5KJ88_9CLOT,371,467,PF02687
A6LZM8_CLOB8,312,398,PF02687
Q81QE5_BACAN,286,379,PF02687
Q1G8P7_LACDA,306,403,PF02687
Q899W1_CLOTE,276,369,PF02687
R7EAJ1_9BACE,317,408,PF02687
Q81HP3_BACCR,261,351,PF02687
Q8A9F6_BACTN,292,381,PF02687
Q5LCL1_BACFN,298,387,PF02687
R6X6U4_9BACT,300,397,PF02687
R5UPZ8_9BACE,319,410,PF02687
Q8EZY9_LEPIN,286,379,PF02687
R5TSZ9_9FIRM,299,417,PF02687
Q6MGV4_BDEBA,685,778,PF02687
Q5LDA1_BACFN,308,392,PF02687
A3I1M1_9BACT,315,407,PF02687
R6WYF0_9BACT,312,402,PF02687
A3QAU8_SHELP,338,429,PF02687
Q8DQ76_STRR6,86,181,PF02687
Q8Y6E1_LISMO,85,180,PF02687
A5N346_CLOK5,499,593,PF02687
Q97LN0_CLOAB,763,854,PF02687
Q8NS27_CORGL,639,739,PF02687
Q481M7_COLP3,731,820,PF02687
D4K997_9FIRM,688,783,PF02687
Q0P8Y0_CAMJE,176,262,PF02687
A6H1M7_FLAPJ,310,410,PF02687
A7H957_ANADF,310,394,PF02687
Q830M8_ENTFA,609,698,PF02687
Q47EZ3_DECAR,269,372,PF02687
Q034M7_LACP3,430,519,PF02687
Q5V3A9_HALMA,900,995,PF02687
A9KQT2_LACP7,369,506,PF02687
Q8DQS2_STRR6,328,451,PF02687
F4D1T3_PSEUX,35,479,PF00115
W5WBM3_9PSEU,32,476,PF00115
G0G444_AMYMS,36,480,PF00115
V9XD50_9NOCA,37,481,PF00115
Q2JA32_FRACC,50,494,PF00115
A8L2F8_FRASN,37,481,PF00115
Q2JBF9_FRACC,38,481,PF00115
A0LS53_ACIC1,40,484,PF00115
E4N9Y6_KITSK,42,486,PF00115
F2RF83_STRVP,32,476,PF00115
G2NB58_STREK,37,481,PF00115
Q6A9V7_CUTAK,40,484,PF00115
D2PZ52_KRIFD,38,482,PF00115
D6Y989_THEBD,32,476,PF00115
D1ADR7_THECD,36,478,PF00115
D6YBQ3_THEBD,33,476,PF00115
D1ABA1_THECD,33,475,PF00115
C7NIK1_KYTSD,42,487,PF00115
E8N827_MICTS,51,496,PF00115
Q83GL8_TROWT,30,475,PF00115
D5UFV3_CELFN,33,478,PF00115
B2GHS9_KOCRD,38,483,PF00115
C7MCD7_BRAFD,40,485,PF00115
H5X8N2_9PSEU,29,469,PF00115
C7M189_ACIFD,39,483,PF00115
C7M0W5_ACIFD,124,564,PF00115
E6SH41_THEM7,105,544,PF00115
B7JAQ3_ACIF2,110,551,PF00115
F8I6T9_SULAT,106,545,PF00115
F8I8T6_SULAT,90,525,PF00115
L0DRE5_SINAD,43,525,PF00115
E8R2H4_ISOPI,58,538,PF00115
D2R8Q3_PIRSD,35,513,PF00115
F0SL14_RUBBR,38,516,PF00115
D5SS55_PLAL2,22,500,PF00115
Q1IUK7_KORVE,31,509,PF00115
Q01UX8_SOLUE,28,508,PF00115
F2NMV6_MARHT,25,489,PF00115
B1Y7T0_LEPCP,30,495,PF00115
H0Q0N2_9RHOO,31,495,PF00115
D4Z042_SPHJU,30,495,PF00115
D4ZD54_SHEVD,31,494,PF00115
J7Q9G2_METSZ,40,503,PF00115
B8IBB9_METNO,40,504,PF00115
F2I0E6_PELSM,60,525,PF00115
E6SGA9_THEM7,38,501,PF00115
G8R2B2_OWEHD,28,506,PF00115
H1Z5V2_MYROD,34,514,PF00115
K4IGN7_PSYTT,35,514,PF00115
I3YTS8_AEQSU,38,518,PF00115
H6L971_SAPGL,49,535,PF00115
F4KZ19_HALH1,50,534,PF00115
C7PG37_CHIPD,48,524,PF00115
G8TMR3_NIAKG,43,524,PF00115
W0EUI1_9BACT,153,630,PF00115
W8F007_9BACT,50,529,PF00115
D2QVR2_SPILD,33,513,PF00115
L0FWR5_ECHVK,39,519,PF00115
I2ET73_EMTOG,38,519,PF00115
E4RV05_LEAB4,33,513,PF00115
D2QDR3_SPILD,67,548,PF00115
F8EIU9_RUNSL,38,518,PF00115
F4CA47_SPHS2,35,508,PF00115
H1Y2I9_9SPHI,38,517,PF00115
D5MEP6_9BACT,36,494,PF00115
B3DY48_METI4,52,542,PF00115
E1X2V7_HALMS,27,497,PF00115
A7HEB5_ANADF,33,501,PF00115
H8MY10_CORCM,17,484,PF00115
E3FQ42_STIAD,10,477,PF00115
D3F348_CONWI,103,549,PF00115
E8N119_ANATU,98,539,PF00115
I0I1G3_CALAS,92,539,PF00115
K9T2K7_9CYAN,34,480,PF00115
K9P9U2_CYAGP,26,473,PF00115
A5GJM5_SYNPW,36,483,PF00115
P73907_SYNY3,27,474,PF00115
B2J2L9_NOSP7,38,485,PF00115
E0UL92_CYAP2,35,481,PF00115
B8HUS0_CYAP4,35,477,PF00115
Q114N7_TRIEI,36,478,PF00115
Q8DHE9_THEEB,35,477,PF00115
Q7V635_PROMM,33,476,PF00115
K8GR00_9CYAN,36,478,PF00115
K9VGI1_9CYAN,36,477,PF00115
K9W522_9CYAN,36,478,PF00115
K9S2D8_9CYAN,37,478,PF00115
K9T270_9CYAN,34,475,PF00115
K9WI43_9CYAN,36,478,PF00115
K9YHR0_HALP7,31,472,PF00115
K9U5C7_9CYAN,36,478,PF00115
B8HMH6_CYAP4,36,478,PF00115
Q2JID9_SYNJB,37,479,PF00115
K9SD11_9CYAN,36,479,PF00115
Q7NMM5_GLOVI,30,481,PF00115
U5QMK4_9CYAN,31,482,PF00115
E6N8L3_9ARCH,29,466,PF00115
Q8ZXD1_PYRAE,17,467,PF00115
F9VMK3_SULTO,26,466,PF00115
A4YDJ9_METS5,22,462,PF00115
Q97UN0_SULSO,19,459,PF00115
QOXM_SULAC,18,458,PF00115
D8J5K5_HALJB,57,502,PF00115
W0K1P3_9EURY,68,513,PF00115
Q18JR5_HALWD,69,517,PF00115
C7NVV4_HALMD,67,517,PF00115
F7PQY3_9EURY,66,516,PF00115
Q5V2N6_HALMA,68,524,PF00115
A0A1U7EW67_NATPD,63,518,PF00115
D8J677_HALJB,100,561,PF00115
C7P138_HALMD,20,467,PF00115
E4NMX1_HALBP,99,559,PF00115
Q5V3P4_HALMA,66,528,PF00115
I7BT61_NATSJ,66,527,PF00115
F8D6J0_HALXS,65,525,PF00115
G2MPL4_9EURY,40,498,PF00115
Q6KZG3_PICTO,34,488,PF00115
AOX1_AERPE,23,466,PF00115
B9LUQ9_HALLT,21,461,PF00115
R4W2M2_9EURY,8,450,PF00115
R4W595_9EURY,29,477,PF00115
L0JIQ5_NATP1,21,466,PF00115
F8D8F1_HALXS,21,466,PF00115
G2MKY6_9EURY,44,488,PF00115
Q5V018_HALMA,24,478,PF00115
K0IDL1_NITGG,22,465,PF00115
A0RZ19_CENSY,22,463,PF00115
T0LNS4_9EURY,71,512,PF00115
T0M768_9EURY,74,515,PF00115
T0N2F5_9EURY,73,518,PF00115
T0LQK8_9EURY,74,517,PF00115
B8GPF2_THISH,18,432,PF00115
F2NPF5_MARHT,23,472,PF00115
D3DFL8_HYDTT,18,474,PF00115
Q2W549_MAGSA,23,476,PF00115
O67937_AQUAE,17,480,PF00115
Q8ZXC1_PYRAE,12,472,PF00115
Q9YBH5_AERPE,13,462,PF00115
E4NUA2_HALBP,15,457,PF00115
L0JS12_NATP1,25,478,PF00115
D1C4V2_SPHTD,18,466,PF00115
A9WHC3_CHLAA,23,476,PF00115
A5URU0_ROSS1,29,480,PF00115
D0MIZ3_RHOM4,26,477,PF00115
B9KYL2_THERP,34,480,PF00115
D1C5T1_SPHTD,29,478,PF00115
E6SM53_THEM7,22,469,PF00115
D5X147_THIK1,26,482,PF00115
E4U4S0_OCEP5,19,474,PF00115
F2NQ13_MARHT,21,473,PF00115
COX1_THET8,19,469,PF00115
D7BH39_MEISD,19,471,PF00115
I0I6J3_CALAS,11,469,PF00115
B1YJP9_EXIS2,29,482,PF00115
C4L2Y9_EXISA,30,480,PF00115
H6NRS1_9BACL,15,468,PF00115
L0ECG2_THECK,23,478,PF00115
D5WR15_KYRT2,26,478,PF00115
C0ZJS9_BREBN,22,475,PF00115
D5WT90_KYRT2,20,475,PF00115
E6TR66_BACCJ,26,476,PF00115
Q8EQF4_OCEIH,25,478,PF00115
N0AU16_9BACI,17,470,PF00115
B9EC37_MACCJ,14,467,PF00115
X2GRX2_9BACI,16,470,PF00115
C5D2J3_GEOSW,14,468,PF00115
Q604Y9_METCA,8,459,PF00115
G4SW68_META2,8,459,PF00115
H8GR54_METAL,8,459,PF00115
F8J716_HYPSM,7,458,PF00115
Q145R8_PARXL,6,457,PF00115
B8IX59_METNO,6,457,PF00115
Q63VI5_BURPS,6,457,PF00115
G8MEY4_9BURK,6,457,PF00115
F4B6P2_ACIHW,20,466,PF00115
A4YIC0_METS5,20,466,PF00115
Q981A5_SULSO,23,470,PF00115
Q4JCF7_SULAC,22,464,PF00115
F4B888_ACIHW,25,471,PF00115
F4B3P0_ACIHW,25,471,PF00115
A4YE93_METS5,25,471,PF00115
Q974I2_SULTO,21,468,PF00115
Q974P8_SULTO,49,497,PF00115
A4YE10_METS5,46,482,PF00115
F9VPI4_SULTO,40,471,PF00115
F4B7C5_ACIHW,11,459,PF00115
Q96XX2_SULTO,12,456,PF00115
F9VML7_SULTO,27,464,PF00115
QOX1_SULAC,19,456,PF00115
Q97VG9_SULSO,20,457,PF00115
A4YDG5_METS5,36,472,PF00115
Q1QHC6_NITHX,30,480,PF00115
Q1QHV6_NITHX,33,483,PF00115
F8J979_HYPSM,30,481,PF00115
B8I9Q2_METNO,31,481,PF00115
F2I0E0_PELSM,30,482,PF00115
J7QW16_METSZ,27,495,PF00115
B8EPK2_METSB,28,495,PF00115
G8PRR5_PSEUV,26,476,PF00115
Q1GTA4_SPHAL,39,502,PF00115
B4REW9_PHEZH,29,491,PF00115
B4RA81_PHEZH,32,493,PF00115
Q0C3D2_HYPNA,33,501,PF00115
Q0AMG8_MARMM,29,490,PF00115
E0TD51_PARBH,36,500,PF00115
Q168L8_ROSDO,29,493,PF00115
A1B6G7_PARDP,27,492,PF00115
J9Z1G5_9PROT,30,476,PF00115
B6IRX6_RHOCS,42,488,PF00115
X5H4D8_9RICK,22,467,PF00115
B9KGP5_ANAMF,24,467,PF00115
Q0BPU6_GRABC,39,484,PF00115
A5G0I3_ACICJ,32,478,PF00115
V6EX59_9PROT,22,468,PF00115
COX1_DICDI,33,484,PF00115
G1FKC0_SARHA,14,460,PF00115
COX1_STRPU,14,460,PF00115
Q85UI3_CIOSA,16,465,PF00115
COX1_AEDAE,13,459,PF00115
E3VRU5_SOLIN,12,458,PF00115
COX1_CAEEL,22,467,PF00115
Q8HIS9_MONBE,15,462,PF00115
G4U3E0_SERID,15,462,PF00115
M1FNZ7_PNEMU,13,460,PF00115
H6D5D1_NECH7,16,462,PF00115
COX1_YARLI,18,465,PF00115
E7E842_OGAPD,19,467,PF00115
Q5K466_LACTC,13,460,PF00115
COX1_CANAL,15,462,PF00115
COX1_DEBHA,18,465,PF00115
COX1_SCHPO,19,466,PF00115
C6UNA3_HODCD,34,498,PF00115
Q9B8X8_SCHMA,112,551,PF00115
Q26218_PLAYO,17,468,PF00115
COX1_THEAN,19,466,PF00115
A7XE89_BABBO,16,463,PF00115
S5SQE3_9PROT,6,445,PF00115
C6WU64_METML,30,477,PF00115
B8GPT3_THISH,31,478,PF00115
D0KXM6_HALNC,45,486,PF00115
D5C495_NITHN,28,470,PF00115
W0BCX9_9GAMM,38,481,PF00115
Q2SQV4_HAHCH,30,473,PF00115
E1VCN2_HALED,45,488,PF00115
K0CA85_ALCDB,31,480,PF00115
Q5R0Y0_IDILO,32,475,PF00115
A1AV81_RUTMC,33,476,PF00115
L0E039_THIND,29,470,PF00115
E6WPT2_PSEUU,31,472,PF00115
G4SUT6_META2,34,476,PF00115
Q3SLX4_THIDA,31,473,PF00115
C1DA53_LARHH,34,476,PF00115
W8X0S6_CASDE,37,478,PF00115
E5AMD6_PARRH,37,478,PF00115
A1TT20_ACIAC,64,506,PF00115
D5X617_THIK1,36,478,PF00115
Q2YCM9_NITMU,31,472,PF00115
D7CV52_TRURR,29,475,PF00115
H8GUT1_DEIGI,34,479,PF00115
K9ZZ14_DEIPD,30,477,PF00115
COX13_THET8,26,472,PF00115
E4U677_OCEP5,30,473,PF00115
D7BAM7_MEISD,30,476,PF00115
F2NMV2_MARHT,30,476,PF00115
D3DHV1_HYDTT,26,470,PF00115
D3DJC7_HYDTT,27,478,PF00115
D3SN67_THEAH,40,492,PF00115
A5GCR7_GEOUR,32,472,PF00115
I4B3Z3_TURPD,36,482,PF00115
I6YRV8_MELRP,35,478,PF00115
I0AJE7_IGNAJ,37,480,PF00115
X5DX79_9BACT,33,476,PF00115
E4T0J7_PALPW,34,477,PF00115
F0JJZ5_DESDE,30,473,PF00115
C7LU11_DESBD,31,474,PF00115
Q72B23_DESVH,33,476,PF00115
Q39Z30_GEOMG,34,477,PF00115
Q3A1J3_PELCD,36,479,PF00115
K0N6S6_DESTT,30,472,PF00115
V4J9D7_9DELT,1,440,PF00115
A9F513_SORC5,40,482,PF00115
I0IIL6_PHYMF,53,503,PF00115
D5SY08_PLAL2,42,483,PF00115
Q7UI91_RHOBA,40,485,PF00115
F0SPD7_RUBBR,37,482,PF00115
D0LJB0_HALO1,29,471,PF00115
Q2IK64_ANADE,36,479,PF00115
G2LKE9_CHLTF,31,473,PF00115
D1CCH8_THET1,39,481,PF00115
L0DGD9_SINAD,30,472,PF00115
C5APE6_METEA,43,485,PF00115
B8IHG7_METNO,36,478,PF00115
Q1QG45_NITHX,36,478,PF00115
S0ESU6_CHTCT,40,482,PF00115
A0A068NQD9_9BACT,39,483,PF00115
Q02BQ8_SOLUE,30,472,PF00115
G8NZR5_GRAMM,45,487,PF00115
E8V6C5_TERSS,36,478,PF00115
I3ZLY4_TERRK,40,482,PF00115
Q1IMA4_KORVE,33,475,PF00115
A9WF39_CHLAA,34,476,PF00115
Q3JBQ0_NITOC,30,472,PF00115
J7QRI7_METSZ,28,470,PF00115
A9HP37_GLUDA,23,465,PF00115
B1M0S6_METRJ,46,488,PF00115
A9F8S7_SORC5,38,479,PF00115
D0LN57_HALO1,22,463,PF00115
H8MY42_CORCM,27,468,PF00115
Q1CZF1_MYXXD,44,485,PF00115
Q2IP51_ANADE,36,477,PF00115
Q2S0S6_SALRD,40,480,PF00115
D0MDE3_RHOM4,36,477,PF00115
H1XPM8_9BACT,25,466,PF00115
Q6MR14_BDEBA,29,476,PF00115
Q8F9F2_LEPIN,30,475,PF00115
D3F355_CONWI,39,484,PF00115
W0RBK7_9BACT,41,487,PF00115
F8JGY5_HYPSM,41,487,PF00115
B8ES68_METSB,45,491,PF00115
B4ENN5_BURCJ,51,497,PF00115
H8GMK5_METAL,53,499,PF00115
Q1H1C1_METFK,38,483,PF00115
F5Z8I9_ALTNA,43,489,PF00115
D8IV71_HERSS,34,480,PF00115
B2JRY2_PARP8,51,497,PF00115
G8AJB1_AZOBR,48,494,PF00115
J7Q545_METSZ,46,492,PF00115
B8IBA8_METNO,46,492,PF00115
W0RFW9_9BACT,45,492,PF00115
Q01R99_SOLUE,38,485,PF00115
H6RNJ7_BLASD,35,481,PF00115
H6RNG9_BLASD,49,496,PF00115
I3TSJ7_TISMK,38,484,PF00115
W0ADT3_9SPHN,45,491,PF00115
Q3J1P3_RHOS4,59,503,PF00115
Q3JAA8_NITOC,54,499,PF00115
Q7USM4_RHOBA,29,473,PF00115
F5XWU2_RAMTT,61,507,PF00115
G7ZC06_AZOL4,52,498,PF00115
Q5P1W4_AROAE,101,550,PF00115
A9IUL0_BORPD,45,492,PF00115
Q11EK8_CHESB,41,489,PF00115
G2INU0_9SPHN,50,495,PF00115
W8S4G4_9RHOB,57,503,PF00115
E6WSP1_PSEUU,42,488,PF00115
G4RCT5_PELHB,38,484,PF00115
S6AVZ8_PSERE,41,487,PF00115
Q3SQ73_NITWN,35,481,PF00115
V5SFH0_9RHIZ,37,483,PF00115
A7HQK4_PARL1,39,485,PF00115
W0A2K4_9SPHN,31,477,PF00115
E3F291_KETVY,39,485,PF00115
J7QRK4_METSZ,31,477,PF00115
Q3IXM1_RHOS4,31,477,PF00115
D9QIP5_BRESC,31,477,PF00115
Q20ZQ3_RHOPB,41,487,PF00115
C1DPB6_AZOVD,34,480,PF00115
A4XUK9_PSEMY,39,485,PF00115
A5UVJ0_ROSS1,33,479,PF00115
A9B5D2_HERA2,30,477,PF00115
D7CV77_TRURR,38,484,PF00115
B9KYZ9_THERP,29,476,PF00115
D1C450_SPHTD,32,478,PF00115
D1C1F1_SPHTD,30,475,PF00115
M5A735_9ACTN,41,493,PF00115
C1A5N7_GEMAT,32,478,PF00115
W0RUI6_9BACT,34,480,PF00115
W0RHY4_9BACT,32,478,PF00115
Q67ML1_SYMTH,31,481,PF00115
B1ZMS6_OPITP,43,490,PF00115
D5EPE3_CORAD,49,513,PF00115
C1F1D0_ACIC5,40,493,PF00115
Q01PD1_SOLUE,33,486,PF00115
E8X2I3_GRATM,41,494,PF00115
E8V451_TERSS,35,488,PF00115
D5BK58_ZUNPS,34,481,PF00115
B1ZVF1_OPITP,37,482,PF00115
H8H0V4_DEIGI,34,477,PF00115
D5WT97_KYRT2,36,482,PF00115
D3ECZ4_GEOS4,28,474,PF00115
C0Z581_BREBN,25,469,PF00115
H6NSB0_9BACL,24,474,PF00115
L0EC44_THECK,25,471,PF00115
Q5WFD3_BACSK,22,466,PF00115
D6XTJ9_BACIE,23,467,PF00115
Q8ER76_OCEIH,26,469,PF00115
C4L5D9_EXISA,27,471,PF00115
G2TQN6_BACCO,53,499,PF00115
I0JPH1_HALH3,53,496,PF00115
QOX1_STAEQ,55,500,PF00115
A8FIP6_BACP2,55,501,PF00115
B7GFX8_ANOFW,62,508,PF00115
D3E9W5_GEOS4,53,498,PF00115
Q8EP63_OCEIH,56,502,PF00115
F2F9Y3_SOLSS,56,502,PF00115
X2GNT6_9BACI,54,499,PF00115
Q5KU93_GEOKA,53,499,PF00115
C8WTG5_ALIAD,59,505,PF00115
I4C4Z2_DESTA,56,504,PF00115
A5FXH8_ACICJ,67,522,PF00115
F9ZPK8_ACICS,67,522,PF00115
F9ZX94_METMM,56,504,PF00115
Q1QHW6_NITHX,56,500,PF00115
G8PW20_PSEUV,56,502,PF00115
Q11CG9_CHESB,56,503,PF00115
COX14_BRADU,56,503,PF00115
W0BBQ5_9GAMM,56,504,PF00115
D4G7X5_RIEPU,56,507,PF00115
E0TIN8_ZINIC,62,510,PF00115
S5R7W3_CARRU,52,499,PF00115
CYOB_BUCAI,56,504,PF00115
F7WZK8_9GAMM,56,504,PF00115
Q057E9_BUCCC,56,505,PF00115
CYOB_BUCBP,56,507,PF00115
Q7VRH3_BLOFL,56,504,PF00115
A7MFI1_CROS8,56,504,PF00115
X2HAK8_9NEIS,56,505,PF00115
Q87IH8_VIBPA,56,504,PF00115
S5RLS4_9PROT,66,514,PF00115
A9HXA4_BORPD,66,514,PF00115
B0UDY0_METS4,66,514,PF00115
D4Z2V1_SPHJU,66,514,PF00115
Q1GE99_RUEST,78,526,PF00115
E8RVP5_ASTEC,72,520,PF00115
A6WUX6_OCHA4,56,504,PF00115
Q0BSM9_GRABC,56,504,PF00115
V5UB95_9BURK,56,503,PF00115
A6VRF3_MARMS,58,506,PF00115
CYOB_PSEAE,56,504,PF00115
G7UPJ2_PSEUP,56,504,PF00115
Q7VUY3_BORPE,56,504,PF00115
V5UI71_9BURK,56,504,PF00115
Q1QYZ6_CHRSD,56,504,PF00115
Q1H1S5_METFK,56,504,PF00115
Q6F9R4_ACIAD,57,505,PF00115
F6ABA2_PSEF1,56,504,PF00115
Q13NL0_PARXL,56,503,PF00115
C7JAX2_ACEP3,56,504,PF00115
G8MP21_9BURK,56,501,PF00115
Q83CR8_COXBU,61,509,PF00115
Q5NI10_FRATT,68,517,PF00115
